Word            Total Cum%    NN    VB    DT  PREP   ADJ    PN    CJ   ADV   QNT   SYM    UH
Bricker             1   98     1     0     0     0     0     0     0     0     0     0     0
Bricktop            1   98     1     0     0     0     0     0     0     0     0     0     0
bride-gift          1   98     1     0     0     0     0     0     0     0     0     0     0
Bridewell           1   98     1     0     0     0     0     0     0     0     0     0     0
bridged-T           1   98     1     0     0     0     0     0     0     0     0     0     0
Bridgeport          1   98     1     0     0     0     0     0     0     0     0     0     0
Bridget's           1   98     1     0     0     0     0     0     0     0     0     0     0
Bridgewater         1   98     1     0     0     0     0     0     0     0     0     0     0
bridgework          1   98     1     0     0     0     0     0     0     0     0     0     0
bridle              1   98     1     0     0     0     0     0     0     0     0     0     0
briefcase           1   98     1     0     0     0     0     0     0     0     0     0     0
briefest            1   98     0     0     0     0     1     0     0     0     0     0     0
Brieff              1   98     1     0     0     0     0     0     0     0     0     0     0
briefly-illumed     1   98     0     1     0     0     0     0     0     0     0     0     0
briefs              1   98     1     0     0     0     0     0     0     0     0     0     0
Brien               1   98     1     0     0     0     0     0     0     0     0     0     0
brig                1   98     1     0     0     0     0     0     0     0     0     0     0
Brig.               1   98     1     0     0     0     0     0     0     0     0     0     0
brigades            1   98     1     0     0     0     0     0     0     0     0     0     0
Brigadoon           1   98     1     0     0     0     0     0     0     0     0     0     0
Brigantine          1   98     1     0     0     0     0     0     0     0     0     0     0
Briggs              1   98     1     0     0     0     0     0     0     0     0     0     0
Brighetti           1   98     1     0     0     0     0     0     0     0     0     0     0
bright-green        1   98     0     0     0     0     1     0     0     0     0     0     0
bright-looking      1   98     0     0     0     0     1     0     0     0     0     0     0
brightens           1   98     0     1     0     0     0     0     0     0     0     0     0
brimful             1   98     0     0     0     0     1     0     0     0     0     0     0
brimmed             1   98     0     1     0     0     0     0     0     0     0     0     0
Brindisi            1   98     1     0     0     0     0     0     0     0     0     0     0
brindle             1   98     1     0     0     0     0     0     0     0     0     0     0
Brinkley            1   98     1     0     0     0     0     0     0     0     0     0     0
brinkmanship        1   98     1     0     0     0     0     0     0     0     0     0     0
Brinsley            1   98     1     0     0     0     0     0     0     0     0     0     0
brisker             1   98     0     0     0     0     1     0     0     0     0     0     0
briskness           1   98     1     0     0     0     0     0     0     0     0     0     0
Britannic           1   98     0     0     0     0     1     0     0     0     0     0     0
Britannica          1   98     1     0     0     0     0     0     0     0     0     0     0
Britches            1   98     1     0     0     0     0     0     0     0     0     0     0
British-American     1   98     0     0     0     0     1     0     0     0     0     0     0
British-born        1   98     0     0     0     0     1     0     0     0     0     0     0
Britisher           1   98     1     0     0     0     0     0     0     0     0     0     0
Briton              1   98     1     0     0     0     0     0     0     0     0     0     0
Britons             1   98     1     0     0     0     0     0     0     0     0     0     0
broach              1   98     0     1     0     0     0     0     0     0     0     0     0
broad-nibbed        1   98     0     0     0     0     1     0     0     0     0     0     0
broad-scale         1   98     0     0     0     0     1     0     0     0     0     0     0
broadest            1   98     0     0     0     0     1     0     0     0     0     0     0
Broadway's          1   98     1     0     0     0     0     0     0     0     0     0     0
brocaded            1   98     0     0     0     0     1     0     0     0     0     0     0
broccoli            1   98     1     0     0     0     0     0     0     0     0     0     0
brockle             1   98     1     0     0     0     0     0     0     0     0     0     0
Brocklin's          1   98     1     0     0     0     0     0     0     0     0     0     0
Brod                1   98     1     0     0     0     0     0     0     0     0     0     0
Brodbeck            1   98     1     0     0     0     0     0     0     0     0     0     0
Broeg               1   98     1     0     0     0     0     0     0     0     0     0     0
Broglie             1   98     1     0     0     0     0     0     0     0     0     0     0
Broglio's           1   98     1     0     0     0     0     0     0     0     0     0     0
brok                1   98     0     1     0     0     0     0     0     0     0     0     0
broken-backed       1   98     0     0     0     0     1     0     0     0     0     0     0
broken-down         1   98     0     0     0     0     1     0     0     0     0     0     0
broken-nosed        1   98     0     0     0     0     1     0     0     0     0     0     0
brokenly            1   98     0     0     0     0     0     0     0     1     0     0     0
broker              1   98     1     0     0     0     0     0     0     0     0     0     0
Bromfield's         1   98     1     0     0     0     0     0     0     0     0     0     0
bromides            1   98     1     0     0     0     0     0     0     0     0     0     0
Bromley             1   98     1     0     0     0     0     0     0     0     0     0     0
bromphenol          1   98     1     0     0     0     0     0     0     0     0     0     0
bronchiolar         1   98     0     0     0     0     1     0     0     0     0     0     0
bronchiolitis       1   98     1     0     0     0     0     0     0     0     0     0     0
Broncos             1   98     1     0     0     0     0     0     0     0     0     0     0
Bronislaw           1   98     1     0     0     0     0     0     0     0     0     0     0
bronzed             1   98     0     0     0     0     1     0     0     0     0     0     0
bronzy-green-gold     1   98     0     0     0     0     1     0     0     0     0     0     0
brooked             1   98     0     1     0     0     0     0     0     0     0     0     0
brooken             1   98     0     1     0     0     0     0     0     0     0     0     0
Brooklyn's          1   98     1     0     0     0     0     0     0     0     0     0     0
Brookmeyer's        1   98     1     0     0     0     0     0     0     0     0     0     0
Brookmont           1   98     1     0     0     0     0     0     0     0     0     0     0
Brooks's            1   98     1     0     0     0     0     0     0     0     0     0     0
Broome              1   98     1     0     0     0     0     0     0     0     0     0     0
Bros                1   98     1     0     0     0     0     0     0     0     0     0     0
brothel             1   98     1     0     0     0     0     0     0     0     0     0     0
browbeaten          1   98     0     1     0     0     0     0     0     0     0     0     0
brown-black         1   98     0     0     0     0     1     0     0     0     0     0     0
brown-edged         1   98     0     0     0     0     1     0     0     0     0     0     0
brown-paper         1   98     0     0     0     0     1     0     0     0     0     0     0
Brownapopolus       1   98     1     0     0     0     0     0     0     0     0     0     0
Browne              1   98     1     0     0     0     0     0     0     0     0     0     0
Brownell            1   98     1     0     0     0     0     0     0     0     0     0     0
Brownings           1   98     1     0     0     0     0     0     0     0     0     0     0
brownish            1   98     0     0     0     0     1     0     0     0     0     0     0
browny              1   98     0     0     0     0     1     0     0     0     0     0     0
browsing            1   98     0     1     0     0     0     0     0     0     0     0     0
brucellosis         1   98     1     0     0     0     0     0     0     0     0     0     0
Bruckmann           1   98     1     0     0     0     0     0     0     0     0     0     0
Bruegel             1   98     1     0     0     0     0     0     0     0     0     0     0
Bruhn               1   98     1     0     0     0     0     0     0     0     0     0     0
bruited             1   98     0     1     0     0     0     0     0     0     0     0     0
Brumidi-Costaggini     1   98     1     0     0     0     0     0     0     0     0     0     0
brunches            1   98     1     0     0     0     0     0     0     0     0     0     0
brunettes           1   98     1     0     0     0     0     0     0     0     0     0     0
Bruno               1   98     1     0     0     0     0     0     0     0     0     0     0
brunt               1   98     1     0     0     0     0     0     0     0     0     0     0
Brush-off           1   98     1     0     0     0     0     0     0     0     0     0     0
Brush-off's         1   98     1     0     0     0     0     0     0     0     0     0     0
brushcut            1   98     1     0     0     0     0     0     0     0     0     0     0
brushlike           1   98     0     0     0     0     1     0     0     0     0     0     0
brushwork           1   98     1     0     0     0     0     0     0     0     0     0     0
brusquely           1   98     0     0     0     0     0     0     0     1     0     0     0
brutalities         1   98     1     0     0     0     0     0     0     0     0     0     0
brutalized          1   98     0     0     0     0     1     0     0     0     0     0     0
Bruxelles           1   98     1     0     0     0     0     0     0     0     0     0     0
Bryant              1   98     1     0     0     0     0     0     0     0     0     0     0
brynge              1   98     0     1     0     0     0     0     0     0     0     0     0
Bryson              1   98     1     0     0     0     0     0     0     0     0     0     0
BSN                 1   98     1     0     0     0     0     0     0     0     0     0     0
Buaford             1   98     1     0     0     0     0     0     0     0     0     0     0
bubbly              1   98     0     0     0     0     1     0     0     0     0     0     0
Bubenik             1   98     1     0     0     0     0     0     0     0     0     0     0
Buber               1   98     1     0     0     0     0     0     0     0     0     0     0
Buber-think         1   98     1     0     0     0     0     0     0     0     0     0     0
buccolic            1   98     0     0     0     0     1     0     0     0     0     0     0
Bucer               1   98     1     0     0     0     0     0     0     0     0     0     0
Bucharest           1   98     1     0     0     0     0     0     0     0     0     0     0
Buchenwald          1   98     1     0     0     0     0     0     0     0     0     0     0
buckaroos           1   98     1     0     0     0     0     0     0     0     0     0     0
bucked              1   98     0     1     0     0     0     0     0     0     0     0     0
Buckenham           1   98     1     0     0     0     0     0     0     0     0     0     0
bucket-shop         1   98     0     0     0     0     1     0     0     0     0     0     0
Buckhannon          1   98     1     0     0     0     0     0     0     0     0     0     0
Buckhead            1   98     1     0     0     0     0     0     0     0     0     0     0
Buckhorn            1   98     1     0     0     0     0     0     0     0     0     0     0
bucking-up          1   98     1     0     0     0     0     0     0     0     0     0     0
buckle-on           1   98     0     0     0     0     1     0     0     0     0     0     0
buckling            1   98     0     1     0     0     0     0     0     0     0     0     0
Buckman             1   98     1     0     0     0     0     0     0     0     0     0     0
buckshot            1   98     1     0     0     0     0     0     0     0     0     0     0
buckskin's          1   98     1     0     0     0     0     0     0     0     0     0     0
buckskins           1   98     1     0     0     0     0     0     0     0     0     0     0
buckwheat           1   98     1     0     0     0     0     0     0     0     0     0     0
Bucky               1   98     1     0     0     0     0     0     0     0     0     0     0
bucolic             1   98     0     0     0     0     1     0     0     0     0     0     0
Bucs                1   98     1     0     0     0     0     0     0     0     0     0     0
Bucs'               1   98     1     0     0     0     0     0     0     0     0     0     0
budded              1   98     0     1     0     0     0     0     0     0     0     0     0
budding             1   98     0     1     0     0     0     0     0     0     0     0     0
budget-altering     1   98     0     0     0     0     1     0     0     0     0     0     0
budget-making       1   98     0     0     0     0     1     0     0     0     0     0     0
budget-wise         1   98     0     0     0     0     1     0     0     0     0     0     0
Budieshein          1   98     1     0     0     0     0     0     0     0     0     0     0
Budlong             1   98     1     0     0     0     0     0     0     0     0     0     0
Budweisers          1   98     1     0     0     0     0     0     0     0     0     0     0
Budzyn              1   98     1     0     0     0     0     0     0     0     0     0     0
Buell               1   98     1     0     0     0     0     0     0     0     0     0     0
Buell's             1   98     1     0     0     0     0     0     0     0     0     0     0
Buena               1   98     1     0     0     0     0     0     0     0     0     0     0
Buenas              1   98     1     0     0     0     0     0     0     0     0     0     0
buffaloes           1   98     1     0     0     0     0     0     0     0     0     0     0
buffetings          1   98     1     0     0     0     0     0     0     0     0     0     0
buffets             1   98     1     0     0     0     0     0     0     0     0     0     0
buffoon             1   98     1     0     0     0     0     0     0     0     0     0     0
buffoons            1   98     1     0     0     0     0     0     0     0     0     0     0
buffs               1   98     1     0     0     0     0     0     0     0     0     0     0
Bugatti             1   98     1     0     0     0     0     0     0     0     0     0     0
bugeyed             1   98     0     0     0     0     1     0     0     0     0     0     0
buggers             1   98     1     0     0     0     0     0     0     0     0     0     0
buggies             1   98     1     0     0     0     0     0     0     0     0     0     0
bugler              1   98     1     0     0     0     0     0     0     0     0     0     0
build-better-for-less     1   98     0     0     0     0     1     0     0     0     0     0     0
builder-dealer      1   98     0     0     0     0     1     0     0     0     0     0     0
buildin             1   98     0     1     0     0     0     0     0     0     0     0     0
built-detergent     1   98     0     0     0     0     1     0     0     0     0     0     0
built-soap          1   98     1     0     0     0     0     0     0     0     0     0     0
builtin             1   98     0     0     0     0     1     0     0     0     0     0     0
Bul'ba              1   98     1     0     0     0     0     0     0     0     0     0     0
Bulgaria            1   98     1     0     0     0     0     0     0     0     0     0     0
bulked              1   98     0     1     0     0     0     0     0     0     0     0     0
bulkhead            1   98     1     0     0     0     0     0     0     0     0     0     0
bulkheads           1   98     1     0     0     0     0     0     0     0     0     0     0
bulks               1   98     0     1     0     0     0     0     0     0     0     0     0
bull-like           1   98     0     0     0     0     1     0     0     0     0     0     0
bull-necked         1   98     0     0     0     0     1     0     0     0     0     0     0
bull-roaring        1   98     0     0     0     0     1     0     0     0     0     0     0
bulldoze            1   98     0     1     0     0     0     0     0     0     0     0     0
bullet-riddled      1   98     0     0     0     0     1     0     0     0     0     0     0
bulletin'd          1   98     0     1     0     0     0     0     0     0     0     0     0
Bullfinch           1   98     1     0     0     0     0     0     0     0     0     0     0
bullhide            1   98     1     0     0     0     0     0     0     0     0     0     0
bullish             1   98     0     0     0     0     1     0     0     0     0     0     0
bullwhackers        1   98     1     0     0     0     0     0     0     0     0     0     0
bullyboys           1   98     1     0     0     0     0     0     0     0     0     0     0
bullying            1   98     0     1     0     0     0     0     0     0     0     0     0
bumble-bee          1   98     1     0     0     0     0     0     0     0     0     0     0
Bumbry              1   98     1     0     0     0     0     0     0     0     0     0     0
bumming             1   98     0     1     0     0     0     0     0     0     0     0     0
bumpers             1   98     1     0     0     0     0     0     0     0     0     0     0
bumpin              1   98     0     1     0     0     0     0     0     0     0     0     0
bumps               1   98     1     0     0     0     0     0     0     0     0     0     0
bumptious           1   98     0     0     0     0     1     0     0     0     0     0     0
bun                 1   98     1     0     0     0     0     0     0     0     0     0     0
buncha              1   98     1     0     0     0     0     0     0     0     0     0     0
Bundestag           1   98     1     0     0     0     0     0     0     0     0     0     0
bungalow            1   98     1     0     0     0     0     0     0     0     0     0     0
bungled             1   98     0     1     0     0     0     0     0     0     0     0     0
bunkered            1   98     0     1     0     0     0     0     0     0     0     0     0
bunkmate            1   98     1     0     0     0     0     0     0     0     0     0     0
bunkmates           1   98     1     0     0     0     0     0     0     0     0     0     0
Bunny               1   98     1     0     0     0     0     0     0     0     0     0     0
bunter              1   98     1     0     0     0     0     0     0     0     0     0     0
bunters             1   98     1     0     0     0     0     0     0     0     0     0     0
buoyancy            1   98     1     0     0     0     0     0     0     0     0     0     0
buoyed              1   98     0     1     0     0     0     0     0     0     0     0     0
buoys               1   98     1     0     0     0     0     0     0     0     0     0     0
Burch's             1   98     1     0     0     0     0     0     0     0     0     0     0
Burckhardt          1   98     1     0     0     0     0     0     0     0     0     0     0
burdensome          1   98     0     0     0     0     1     0     0     0     0     0     0
bureaucrat          1   98     1     0     0     0     0     0     0     0     0     0     0
bureaucratization     1   98     1     0     0     0     0     0     0     0     0     0     0
bureaucrats         1   98     1     0     0     0     0     0     0     0     0     0     0
Burford             1   98     1     0     0     0     0     0     0     0     0     0     0
burgeoned           1   98     0     1     0     0     0     0     0     0     0     0     0
Burger              1   98     1     0     0     0     0     0     0     0     0     0     0
Burgesses           1   98     1     0     0     0     0     0     0     0     0     0     0
Burghardt           1   98     1     0     0     0     0     0     0     0     0     0     0
Burgher             1   98     1     0     0     0     0     0     0     0     0     0     0
Burghley            1   98     1     0     0     0     0     0     0     0     0     0     0
burglar             1   98     1     0     0     0     0     0     0     0     0     0     0
burglarproof        1   98     0     0     0     0     1     0     0     0     0     0     0
burgomaster's       1   98     1     0     0     0     0     0     0     0     0     0     0
Burgundian          1   98     0     0     0     0     1     0     0     0     0     0     0
Burgundies          1   98     1     0     0     0     0     0     0     0     0     0     0
Buries              1   98     0     1     0     0     0     0     0     0     0     0     0
Burke's             1   98     1     0     0     0     0     0     0     0     0     0     0
Burke-Rostagno      1   98     1     0     0     0     0     0     0     0     0     0     0
Burkes'             1   98     1     0     0     0     0     0     0     0     0     0     0
Burkette            1   98     1     0     0     0     0     0     0     0     0     0     0
Burle               1   98     1     0     0     0     0     0     0     0     0     0     0
Burleson            1   98     1     0     0     0     0     0     0     0     0     0     0
burlesques          1   98     1     0     0     0     0     0     0     0     0     0     0
burley              1   98     1     0     0     0     0     0     0     0     0     0     0
Burlingame          1   98     1     0     0     0     0     0     0     0     0     0     0
Burlington's        1   98     1     0     0     0     0     0     0     0     0     0     0
Burman's            1   98     1     0     0     0     0     0     0     0     0     0     0
Burmans             1   98     1     0     0     0     0     0     0     0     0     0     0
burne               1   98     0     1     0     0     0     0     0     0     0     0     0
burned-out          1   98     0     0     0     0     1     0     0     0     0     0     0
Burnes              1   98     1     0     0     0     0     0     0     0     0     0     0
Burnham             1   98     1     0     0     0     0     0     0     0     0     0     0
Burnham's           1   98     1     0     0     0     0     0     0     0     0     0     0
burnished           1   98     0     1     0     0     0     0     0     0     0     0     0
Burns's             1   98     1     0     0     0     0     0     0     0     0     0     0
Burnsides'          1   98     1     0     0     0     0     0     0     0     0     0     0
burnt-red           1   98     0     0     0     0     1     0     0     0     0     0     0
Burr's              1   98     1     0     0     0     0     0     0     0     0     0     0
burr-headed         1   98     0     0     0     0     1     0     0     0     0     0     0
Burro               1   98     1     0     0     0     0     0     0     0     0     0     0
burrowed            1   98     0     1     0     0     0     0     0     0     0     0     0
burrowing           1   98     0     1     0     0     0     0     0     0     0     0     0
burrs               1   98     1     0     0     0     0     0     0     0     0     0     0
bursitis            1   98     1     0     0     0     0     0     0     0     0     0     0
Burt                1   98     1     0     0     0     0     0     0     0     0     0     0
bushel              1   98     1     0     0     0     0     0     0     0     0     0     0
Bushnell            1   98     1     0     0     0     0     0     0     0     0     0     0
bushwhacked         1   98     0     1     0     0     0     0     0     0     0     0     0
bushwhackin         1   98     0     0     0     0     1     0     0     0     0     0     0
busied              1   98     0     1     0     0     0     0     0     0     0     0     0
busier              1   98     0     0     0     0     1     0     0     0     0     0     0
business-like       1   98     0     0     0     0     1     0     0     0     0     0     0
business-minded     1   98     0     0     0     0     1     0     0     0     0     0     0
buss                1   98     1     0     0     0     0     0     0     0     0     0     0
busses              1   98     1     0     0     0     0     0     0     0     0     0     0
Bustard             1   98     1     0     0     0     0     0     0     0     0     0     0
bustin'             1   98     0     1     0     0     0     0     0     0     0     0     0
bustlin'            1   98     1     0     0     0     0     0     0     0     0     0     0
bustling            1   98     0     1     0     0     0     0     0     0     0     0     0
busy-work           1   98     1     0     0     0     0     0     0     0     0     0     0
busyness            1   98     1     0     0     0     0     0     0     0     0     0     0
butane              1   98     1     0     0     0     0     0     0     0     0     0     0
butchered           1   98     0     1     0     0     0     0     0     0     0     0     0
Butte               1   98     1     0     0     0     0     0     0     0     0     0     0
butterfat           1   98     1     0     0     0     0     0     0     0     0     0     0
butterflies         1   98     1     0     0     0     0     0     0     0     0     0     0
butternut           1   98     1     0     0     0     0     0     0     0     0     0     0
Butterwyn           1   98     1     0     0     0     0     0     0     0     0     0     0
buttery             1   98     0     0     0     0     1     0     0     0     0     0     0
butting             1   98     0     1     0     0     0     0     0     0     0     0     0
buttocks            1   98     1     0     0     0     0     0     0     0     0     0     0
Button's            1   98     1     0     0     0     0     0     0     0     0     0     0
buttoned            1   98     0     1     0     0     0     0     0     0     0     0     0
buttonholes         1   98     1     0     0     0     0     0     0     0     0     0     0
buttressed          1   98     0     1     0     0     0     0     0     0     0     0     0
buttresses          1   98     1     0     0     0     0     0     0     0     0     0     0
Buttrick            1   98     1     0     0     0     0     0     0     0     0     0     0
butyl-lithium       1   98     1     0     0     0     0     0     0     0     0     0     0
buxom               1   98     0     0     0     0     1     0     0     0     0     0     0
Buxtehude           1   98     1     0     0     0     0     0     0     0     0     0     0
Buxton              1   98     1     0     0     0     0     0     0     0     0     0     0
buyers'             1   98     1     0     0     0     0     0     0     0     0     0     0
buyin'              1   98     1     0     0     0     0     0     0     0     0     0     0
Buzz's              1   98     1     0     0     0     0     0     0     0     0     0     0
buzz-buzz-buzz      1   98     1     0     0     0     0     0     0     0     0     0     0
by-gone             1   98     0     0     0     0     1     0     0     0     0     0     0
by-pass             1   98     1     0     0     0     0     0     0     0     0     0     0
by-passed           1   98     0     1     0     0     0     0     0     0     0     0     0
by-passes           1   98     0     1     0     0     0     0     0     0     0     0     0
by-roads            1   98     1     0     0     0     0     0     0     0     0     0     0
By-the-Sea          1   98     1     0     0     0     0     0     0     0     0     0     0
by-ways             1   98     1     0     0     0     0     0     0     0     0     0     0
By-word             1   98     0     0     0     0     1     0     0     0     0     0     0
Byer-Rolnick        1   98     1     0     0     0     0     0     0     0     0     0     0
byinge              1   98     0     1     0     0     0     0     0     0     0     0     0
byline              1   98     1     0     0     0     0     0     0     0     0     0     0
Bylot               1   98     1     0     0     0     0     0     0     0     0     0     0
bypassed            1   98     0     1     0     0     0     0     0     0     0     0     0
Byronic             1   98     0     0     0     0     1     0     0     0     0     0     0
Byronism            1   98     1     0     0     0     0     0     0     0     0     0     0
bystander           1   98     1     0     0     0     0     0     0     0     0     0     0
Bystrzyca           1   98     1     0     0     0     0     0     0     0     0     0     0
byword              1   98     1     0     0     0     0     0     0     0     0     0     0
Byzantium           1   98     1     0     0     0     0     0     0     0     0     0     0
Byzas               1   98     1     0     0     0     0     0     0     0     0     0     0
c'n                 1   98     0     1     0     0     0     0     0     0     0     0     0
C'un                1   98     1     0     0     0     0     0     0     0     0     0     0
C.A.I.P.            1   98     1     0     0     0     0     0     0     0     0     0     0
C.B.                1   98     1     0     0     0     0     0     0     0     0     0     0
C.C.                1   98     1     0     0     0     0     0     0     0     0     0     0
C.C.B               1   98     1     0     0     0     0     0     0     0     0     0     0
C.C.B.              1   98     1     0     0     0     0     0     0     0     0     0     0
C.C.N.Y.            1   98     1     0     0     0     0     0     0     0     0     0     0
C.E.                1   98     1     0     0     0     0     0     0     0     0     0     0
C.H.                1   98     1     0     0     0     0     0     0     0     0     0     0
C.J.                1   98     1     0     0     0     0     0     0     0     0     0     0
C.K.                1   98     1     0     0     0     0     0     0     0     0     0     0
cabaret             1   98     1     0     0     0     0     0     0     0     0     0     0
cabdriver           1   98     1     0     0     0     0     0     0     0     0     0     0
cabinetmakers       1   98     1     0     0     0     0     0     0     0     0     0     0
cabled              1   98     0     1     0     0     0     0     0     0     0     0     0
Cabot's             1   98     1     0     0     0     0     0     0     0     0     0     0
cabs                1   98     1     0     0     0     0     0     0     0     0     0     0
cacao               1   98     1     0     0     0     0     0     0     0     0     0     0
cache               1   98     1     0     0     0     0     0     0     0     0     0     0
cackly              1   98     0     0     0     0     0     0     0     1     0     0     0
Cacophonist         1   98     1     0     0     0     0     0     0     0     0     0     0
cacophony           1   98     1     0     0     0     0     0     0     0     0     0     0
cadaver             1   98     1     0     0     0     0     0     0     0     0     0     0
cadaverous          1   98     0     0     0     0     1     0     0     0     0     0     0
Caddy               1   98     1     0     0     0     0     0     0     0     0     0     0
Cadesi              1   98     1     0     0     0     0     0     0     0     0     0     0
Cafritz             1   98     1     0     0     0     0     0     0     0     0     0     0
Cagayan             1   98     1     0     0     0     0     0     0     0     0     0     0
caged               1   98     0     1     0     0     0     0     0     0     0     0     0
Cahill              1   98     1     0     0     0     0     0     0     0     0     0     0
cahoots             1   98     1     0     0     0     0     0     0     0     0     0     0
Cairns              1   98     1     0     0     0     0     0     0     0     0     0     0
Cairoli             1   98     1     0     0     0     0     0     0     0     0     0     0
Caius               1   98     1     0     0     0     0     0     0     0     0     0     0
Cal-Neva            1   98     1     0     0     0     0     0     0     0     0     0     0
Cal.                1   98     1     0     0     0     0     0     0     0     0     0     0
calamities          1   98     1     0     0     0     0     0     0     0     0     0     0
calcification       1   98     1     0     0     0     0     0     0     0     0     0     0
calcified           1   98     0     1     0     0     0     0     0     0     0     0     0
calculable          1   98     0     0     0     0     1     0     0     0     0     0     0
calculators         1   98     1     0     0     0     0     0     0     0     0     0     0
calculi             1   98     1     0     0     0     0     0     0     0     0     0     0
Caleb               1   98     1     0     0     0     0     0     0     0     0     0     0
calf's-foot         1   98     1     0     0     0     0     0     0     0     0     0     0
calfskin            1   98     1     0     0     0     0     0     0     0     0     0     0
Calhoun's           1   98     1     0     0     0     0     0     0     0     0     0     0
calibrating         1   98     0     1     0     0     0     0     0     0     0     0     0
calibrations        1   98     1     0     0     0     0     0     0     0     0     0     0
caliche-topped      1   98     0     0     0     0     1     0     0     0     0     0     0
Californians        1   98     1     0     0     0     0     0     0     0     0     0     0
Caligula            1   98     1     0     0     0     0     0     0     0     0     0     0
Calimala            1   98     1     0     0     0     0     0     0     0     0     0     0
calipers            1   98     1     0     0     0     0     0     0     0     0     0     0
caliphs             1   98     1     0     0     0     0     0     0     0     0     0     0
call-backs          1   98     1     0     0     0     0     0     0     0     0     0     0
callable            1   98     0     0     0     0     1     0     0     0     0     0     0
Callan              1   98     1     0     0     0     0     0     0     0     0     0     0
calligraphers       1   98     1     0     0     0     0     0     0     0     0     0     0
calligraphy         1   98     1     0     0     0     0     0     0     0     0     0     0
callin'             1   98     0     1     0     0     0     0     0     0     0     0     0
callously           1   98     0     0     0     0     0     0     0     1     0     0     0
calluses            1   98     1     0     0     0     0     0     0     0     0     0     0
calmest             1   98     0     0     0     0     1     0     0     0     0     0     0
calorie             1   98     1     0     0     0     0     0     0     0     0     0     0
calorie-heavy       1   98     0     0     0     0     1     0     0     0     0     0     0
calorimetric        1   98     0     0     0     0     1     0     0     0     0     0     0
Caltech             1   98     1     0     0     0     0     0     0     0     0     0     0
Caltech's           1   98     1     0     0     0     0     0     0     0     0     0     0
Calude              1   98     1     0     0     0     0     0     0     0     0     0     0
calumniated         1   98     0     1     0     0     0     0     0     0     0     0     0
calumny             1   98     1     0     0     0     0     0     0     0     0     0     0
Calvinist           1   98     1     0     0     0     0     0     0     0     0     0     0
calypso             1   98     1     0     0     0     0     0     0     0     0     0     0
Cam                 1   98     1     0     0     0     0     0     0     0     0     0     0
Cambodia            1   98     1     0     0     0     0     0     0     0     0     0     0
Cambodia's          1   98     1     0     0     0     0     0     0     0     0     0     0
Cambridgeport       1   98     1     0     0     0     0     0     0     0     0     0     0
camel               1   98     1     0     0     0     0     0     0     0     0     0     0
camellias           1   98     1     0     0     0     0     0     0     0     0     0     0
Camelot             1   98     1     0     0     0     0     0     0     0     0     0     0
Camels              1   98     1     0     0     0     0     0     0     0     0     0     0
Cameo               1   98     1     0     0     0     0     0     0     0     0     0     0
cameo-like          1   98     0     0     0     0     1     0     0     0     0     0     0
cameos              1   98     1     0     0     0     0     0     0     0     0     0     0
cameramen           1   98     1     0     0     0     0     0     0     0     0     0     0
Cameron             1   98     1     0     0     0     0     0     0     0     0     0     0
Cami                1   98     1     0     0     0     0     0     0     0     0     0     0
Camille             1   98     1     0     0     0     0     0     0     0     0     0     0
Camilo              1   98     1     0     0     0     0     0     0     0     0     0     0
camp's              1   98     1     0     0     0     0     0     0     0     0     0     0
camp-made           1   98     0     0     0     0     1     0     0     0     0     0     0
campagna            1   98     1     0     0     0     0     0     0     0     0     0     0
Campagnoli          1   98     1     0     0     0     0     0     0     0     0     0     0
campaign's          1   98     1     0     0     0     0     0     0     0     0     0     0
Campaigne           1   98     1     0     0     0     0     0     0     0     0     0     0
camped              1   98     0     1     0     0     0     0     0     0     0     0     0
camping-out         1   98     0     0     0     0     1     0     0     0     0     0     0
campmate            1   98     1     0     0     0     0     0     0     0     0     0     0
Campo               1   98     1     0     0     0     0     0     0     0     0     0     0
Campobello          1   98     1     0     0     0     0     0     0     0     0     0     0
campuses            1   98     1     0     0     0     0     0     0     0     0     0     0
cams                1   98     1     0     0     0     0     0     0     0     0     0     0
Canada's            1   98     1     0     0     0     0     0     0     0     0     0     0
Canadian's          1   98     1     0     0     0     0     0     0     0     0     0     0
Canadians           1   98     1     0     0     0     0     0     0     0     0     0     0
canals              1   98     1     0     0     0     0     0     0     0     0     0     0
Canandaigua         1   98     1     0     0     0     0     0     0     0     0     0     0
Canaveral's         1   98     1     0     0     0     0     0     0     0     0     0     0
canceling           1   98     0     1     0     0     0     0     0     0     0     0     0
cancelled           1   98     0     1     0     0     0     0     0     0     0     0     0
cancelling          1   98     0     1     0     0     0     0     0     0     0     0     0
cancels             1   98     0     1     0     0     0     0     0     0     0     0     0
cancer-ridden       1   98     0     0     0     0     1     0     0     0     0     0     0
cancers             1   98     1     0     0     0     0     0     0     0     0     0     0
candidate-picking     1   98     0     0     0     0     1     0     0     0     0     0     0
candidates'         1   98     1     0     0     0     0     0     0     0     0     0     0
Candide             1   98     1     0     0     0     0     0     0     0     0     0     0
Candlelight         1   98     1     0     0     0     0     0     0     0     0     0     0
Candlestick         1   98     1     0     0     0     0     0     0     0     0     0     0
candlewick          1   98     1     0     0     0     0     0     0     0     0     0     0
candour             1   98     1     0     0     0     0     0     0     0     0     0     0
Caneli              1   98     1     0     0     0     0     0     0     0     0     0     0
Canestrani          1   98     1     0     0     0     0     0     0     0     0     0     0
canine              1   98     1     0     0     0     0     0     0     0     0     0     0
